id,category,room,name,description,x,y,z
0,classroom,102-101,classroom,-,2460,248,1
1,classroom,102-102,classroom,-,2318,290,1
2,classroom,102-s103,classroom,-,2244,259,1
3,classroom,102-e101,classroom,-,2206,318,1
4,classroom,104-e206,classroom,-,2179,378,1
5,classroom,104-e102,classroom,-,2143,599,1
6,classroom,104-e103,classroom,-,1993,786,1
7,classroom,106-e205,classroom,-,1859,805,1
8,classroom,106-e104,classroom,-,1771,887,1
9,classroom,106-t101,classroom,-,1689,964,1
10,classroom,106-t102,classroom,-,1738,1031,1
11,elevator,-,customer elevator 102,-,2418,278,1
12,toilet,-,102 1st floor toilet,-,2325,242,1
13,stair,-,102 stair 1,-,2313,223,1
14,sbox,-,Relief Goods Storage,-,2381,228,1
15,etc,-,jungbinggi,-,2126,493,1
16,stair,-,104 stair 1,-,2163,516,1
17,toilet,-,104 1st floor toilet,-,2070,690,1
18,stair,-,center stair,-,2059,670,1
19,elevator,-,customer elevator 104,-,2047,688,1
20,addto,-,addtopaper,-,1894,802,1
21,stair,-,106 stair 1,-,1921,824,1
22,toilet,-,106 1st floor toilet,-,1692,1046,1
23,etc,-,restroom,-,1667,1108,1
24,stair,-,106 stair 2,-,1671,1043,1
25,door,-,102 door 1,-,2337,167,1
26,door,-,102 door 2,-,2211,215,1
27,door,-,1st 102104 door,-,2026,449,1
28,door,-,1st 104106 door,-,1819,710,1
29,door,-,106 door 1,-,1646,954,1
30,door,-,106 door 2,-,1621,1075,1
31,etc,102-201,-,-,2433,281,2
32,etc,102-201-1,Women's Lounge,-,2433,281,2
33,etc,102-201-2,Korea Medical Docter,-,2433,281,2
34,etc,102-201-3,-,-,2433,281,2
35,office,102-201-4,UMCL,-,2433,281,2
36,office,102-201-5,UMCL,-,2433,281,2
37,etc,102-201-6,-,-,2433,281,2
38,office,102-201-7,Associate Prof.,Jeongkon Seo,2433,281,2
39,etc,102-201-8,Meeting Room of UCRF,-,2433,281,2
40,office,102-201-9,Associate Prof.,Huyoung Jeong,2433,281,2
41,office,102-201-10,Director of UCRF,Taejoo Shin,2433,281,2
42,office,102-201-11,UCRF Administration Office,-,2433,281,2
43,etc,102-202,storage room,-,2433,281,2
44,office,102-203,UEAC,-,2433,281,2
45,classroom,102-s204,classroom,-,2369,329,2
46,classroom,102-s205,classroom,-,2329,312,2
47,classroom,104-e206,classroom,-,2244,500,2
48,classroom,106-e205,classroom,-,1954,855,2
49,classroom,102-s206,classroom,-,2263,283,2
50,classroom,102-s207,classroom,-,2309,215,2
51,etc,102-s208,Counseling Room,-,2370,240,2
52,office,102-s209,UMCL,-,2399,256,2
53,classroom,102-e207,classroom,-,2293,357,2
54,etc,102-e208,Conference Room,-,2338,379,2
55,etc,104-e201,Student Affairs Team,-,2207,610,2
56,etc,104-e202,Safety team,-,2061,792,2
57,classroom,106-e204,classroom,-,1863,904,2
58,etc,106-e203,Meeting Room,-,1895,945,2
59,classroom,106-t201,classroom,-,1754,1108,2
60,classroom,106-t202,classroom,-,1720,1065,2
61,classroom,106-t203,classroom,-,1694,1025,2
62,classroom,106-t204,classroom,-,1737,929,2
63,classroom,106-t205,classroom,-,1778,991,2
64,classroom,106-t206,classroom,-,1806,1027,2
65,stair,-,102 stair 1,-,2273,230,2
66,elevator,-,customer elevator 102,-,2358,276,2
67,toilet,-,102 2nd floor toilet,-,2285,247,2
68,sbox,-,safety box,-,2331,459,2
69,cafe,-,pandorosi,-,2062,694,2
70,stair,-,104 stair 1,-,2206,525,2
71,stair,-,center stair,-,2050,618,2
72,toilet,-,104 2nd floor toilet,-,2054,642,2
73,elevator,-,customer elevator 104,-,2115,689,2
74,sbox,-,safety box,-,2006,886,2
75,stair,-,106 stair 1,-,1970,814,2
76,office,106-e211-1,Inspection office,-,1918,927,2
77,toilet,-,106 2nd floor toilet,-,1705,959,2
78,elevator,-,customer elevator 106,-,1751,1028,2
79,door,-,2nd 102104 door,-,2330,514,2
80,door,-,2nd 104106 door,-,1986,943,2
81,node,-,node1,-,2433,209,1
82,node,-,node2,-,2338,187,1
83,node,-,node3,-,2305,272,1
84,node,-,node4,-,2193,235,1
85,node,-,node5,-,2131,349,1
86,node,-,node6,-,2075,468,1
87,node,-,node7,-,1999,570,1
88,node,-,node8,-,1941,661,1
89,node,-,node9,-,1861,741,1
90,node,-,node10,-,1744,834,1
91,node,-,node11,-,1642,906,1
92,node,-,node12,-,1713,1018,1
93,node,-,node13,-,2379,254,2
94,node,-,node14,-,2287,215,2
95,node,-,node15,-,2355,312,2
96,node,-,node16,-,2266,272,2
97,node,-,node17,-,2312,398,2
98,node,-,node18,-,2269,482,2
99,node,-,node19,-,2179,606,2
100,node,-,node20,-,2104,574,2
101,node,-,node21,-,2049,760,2
102,node,-,node22,-,1995,697,2
103,node,-,node23,-,1946,887,2
104,node,-,node24,-,1860,948,2
105,node,-,node25,-,1786,1016,2
106,node,-,node26,-,1731,1056,2
107,node,-,node27,-,1727,936,2
108,node,-,node28,-,1671,968,2
109,office,102-301-1,Faculty Office,Soonmoon Jung,2088,217,3
110,office,102-301-2,Faculty Office,-,2067,207,3
111,office,102-301-3,Faculty Office,Taejoo Shin,2039,199,3
112,office,102-301-4,Faculty Office,-,2014,190,3
113,office,102-301-5,Faculty Office,-,2047,107,3
114,office,102-301-6,Faculty Office,-,2073,114,3
115,office,102-301-7,Faculty Office,Changwook Jeong,2096,121,3
116,office,102-301-8,Faculty Office,-,2120,129,3
117,office,102-301-9,Faculty Office,-,2144,142,3
118,office,102-301-10,Faculty Office,-,2169,150,3
119,office,102-301-11,Administrative office. Department of Chemistry,-,2062,165,3
120,lab,102-302,General Chemistry Lab. 1,lab,2227,179,3
121,shower,-,shower,-,2282,201,3
122,lab,102-303,General Chemistry Lab. 2,lab,2333,218,3
123,lab,102-304,General Chemistry Lab. 3,lab,2443,260,3
124,shower,-,shower,-,2484,278,3
125,lab,102-305-2,Synchrotron Utilization Advanced Materials Lab.,lab,2507,303,3
126,lab,102-305-3,Semiconductor Interface Analysys & Enginerring Lab.,lab,2486,367,3
127,shower,-,shower,-,2457,361,3
128,etc,102-306,Experiment Preparation Room,-,2435,305,3
129,lab,102-307-1,Changwook Jeong's Research Group,lab,2423,350,3
130,lab,102-307-2,Network for Future Semiconductors,lab,2374,331,3
131,lab,102-308,Joint Research Room,lab,2337,317,3
132,lab,102-309,General Physics Lab. 1,lab,2251,289,3
133,shower,-,shower,-,2196,269,3
134,lab,102-310,General Physics Lab. 2,lab,2143,249,3
135,lab,102-311,Graduate Student Office,-,2177,211,3
136,elevator,-,elevator,-,2345,276,3
137,ebox,-,emergency box,-,2375,266,3
138,toilet,-,toilet,-,2267,243,3
139,elevator,-,elevator,-,2244,243,3
140,node,-,102-3-SW,-,2343,305,3
141,node,-,102-3-SE,-,2370,246,3
142,node,-,102-3-NW,-,2246,267,3
143,node,-,102-3-NE,-,2266,205,3
144,office,102-401-1,Faculty Office,Soohyun Kim,2088,217,4
145,office,102-401-2,Faculty Office,Joonki Suh,2067,207,4
146,office,102-401-3,Faculty Office,Taesik Yoon,2039,199,4
147,office,102-401-4,Faculty Office,Hongsik Jeong,2014,190,4
148,office,102-401-5,Faculty Office,Kisuk Lee,2047,107,4
149,office,102-401-6,Faculty Office,Juyoung Kim,2073,114,4
150,office,102-401-7,Faculty Office,Sungsoo Park,2096,121,4
151,office,102-401-8,Faculty Office,Donghyeok Lim,2120,129,4
152,office,102-401-9,Faculty Office,Junghwan Kim,2144,142,4
153,office,102-401-10,Faculty Office,Feng Ding,2169,150,4
154,etc,102-401-11,Meeting Room,-,2062,165,4
155,lab,102-402,Future Materials & Devices Lab.,lab,2227,179,4
156,shower,-,shower,-,2282,201,4
157,lab,102-403,Semiconductor Nanotechnology Lab.,lab,2333,218,4
158,lab,102-404,SE Lab.,lab,2443,260,4
159,shower,-,shower,-,2484,278,4
160,lab,102-405,MSE Lab.,lab,2507,303,4
161,shower,-,shower,-,2457,361,4
162,etc,102-406,SE Lounge,-,2435,305,4
163,lab,102-407,Julich-UNIST Joing Leading Institute for Advanced Energy Research. JULIA,lab,2374,331,4
164,lab,102-408,Graduate Student Office,-,2337,317,4
165,lab,102-409,KIST-UNIST Ulsan-Center for convergent Materials,lab,2251,289,4
166,shower,-,shower,-,2196,269,4
167,lab,102-410,Nano Device Process Laboratory,lab,2143,249,4
168,lab,102-411,Graduate Student Office,-,2177,211,4
169,elevator,-,elevator,-,2345,276,4
170,ebox,-,emergency box,-,2375,266,4
171,toilet,-,toilet,-,2267,243,4
172,elevator,-,elevator,-,2244,243,4
173,node,-,102-4-SW,-,2343,305,4
174,node,-,102-4-SE,-,2370,246,4
175,node,-,102-4-NW,-,2246,267,4
176,node,-,102-4-NE,-,2266,205,4
177,etc,102-501-1,Faculty Lounge,-,2088,217,5
178,office,102-501-3,Faculty Office,-,2039,199,5
179,office,102-501-4,Faculty Office,Jungwoo Yoo,2014,190,5
180,office,102-501-5,Faculty Office,Zonghoon Lee,2047,107,5
181,office,102-501-6,Faculty Office,Soonyong Kwon,2073,114,5
182,office,102-501-7,Faculty Office,Hyungjoon Shin,2096,121,5
183,office,102-501-8,Faculty Office,Visiting Professor,2120,129,5
184,lab,102-501-9,Graduate Student Office,-,2144,142,5
185,office,102-501-10,Faculty Office,Kyoungjin Choi,2169,150,5
186,etc,102-501-11,Meeting Room,-,2062,165,5
187,lab,102-502,Energy Conversion Materials Lab.,lab,2227,179,5
188,shower,-,shower,-,2282,201,5
189,lab,102-503,Low-Dimensional Materials & Energy Conversion Lab.,lab,2333,218,5
190,lab,102-504,Nano Spin Transport Lab.,lab,2443,260,5
191,shower,-,shower,-,2484,278,5
192,lab,102-505-1,Center for Future Semiconductor Technology,lab,2507,303,5
193,lab,102-505-3,Nano Semiconductor Research Lab.,lab,2486,367,5
194,shower,-,shower,-,2457,361,5
195,lab,102-506,Graduate Student Office,-,2435,305,5
196,lab,102-507,Atomic-Scale Electron Microscopy Lab.,lab,2374,331,5
197,lab,102-508,Graduate Student Office,-,2337,317,5
198,lab,102-509,Nanoscale Materials Science Lab.,lab,2251,289,5
199,shower,-,shower,-,2196,269,5
200,lab,102-510,Frontier. Innovative Nanomaterials & Devices (FIND) Lab.,lab,2143,249,5
201,lab,102-511,Graduate Student Office,-,2177,211,5
202,elevator,-,elevator,-,2345,276,5
203,ebox,-,emergency box,-,2375,266,5
204,toilet,-,toilet,-,2267,243,5
205,elevator,-,elevator,-,2244,243,5
206,node,-,102-5-SW,-,2343,305,5
207,node,-,102-5-SE,-,2370,246,5
208,node,-,102-5-NW,-,2246,267,5
209,node,-,102-5-NE,-,2266,205,5
210,office,102-601-1,Faculty Office,Chaenyung Cha,2088,217,6
211,office,102-601-2,Faculty Office,Hanhee Cho,2067,207,6
212,office,102-601-3,Faculty Office,Youngchul Jun,2039,199,6
213,office,102-601-4,Faculty Office,Wook Jo,2014,190,6
214,office,102-601-5,Faculty Office,Hyesung Park,2047,107,6
215,office,102-601-6,Faculty Office,Jaesung Son,2073,114,6
216,office,102-601-7,MSE Head Office,-,2096,121,6
217,office,102-601-10,MSE. SE Admin. Office,-,2169,150,6
218,etc,102-601-11,Meeting Room,-,2062,165,6
219,lab,102-602,Sustainable Functional Ceramics Lab.,lab,2227,179,6
220,shower,-,shower,-,2282,201,6
221,lab,102-603,Optoelectronic Nanomaterials Enginerring Lab. (ONEL),lab,2333,218,6
222,lab,102-604,Laboratory of Nanophotonics & Metamaterials Lab.,lab,2443,260,6
223,shower,-,shower,-,2484,278,6
224,lab,102-605-1,MSE Lab.,lab,2507,303,6
225,lab,102-605-2,Graduate Student Office,-,2486,367,6
226,shower,-,shower,-,2457,361,6
227,lab,102-606,Graduate Student Office,-,2435,305,6
228,lab,102-607,Nanomaterials Science and Engineering Lab.,lab,2374,331,6
229,lab,102-608,Graduate Student Office,-,2337,317,6
230,lab,102-609,Polymer Nanocomposites & Carbon Fiber Lab.,lab,2251,289,6
231,shower,-,shower,-,2196,269,6
232,lab,102-610,Integrative Biomaterials Design and Enginerring Lab.,lab,2143,249,6
233,etc,102-611,Seminar Room,-,2177,211,6
234,elevator,-,elevator,-,2345,276,6
235,ebox,-,emergency box,-,2375,266,6
236,toilet,-,toilet,-,2267,243,6
237,elevator,-,elevator,-,2244,243,6
238,node,-,102-6-SW,-,2343,305,6
239,node,-,102-6-SE,-,2370,246,6
240,node,-,102-6-NW,-,2246,267,6
241,node,-,102-6-NE,-,2266,205,6
242,office,102-701-1,Faculty Office,Moonkee Choi,2088,217,7
243,office,102-701-2,Faculty Office,Jiyun Kim,2067,207,7
244,office,102-701-3,Faculty Office,Seungho Cho,2039,199,7
245,office,102-701-4,Faculty Office,Hangi Chae,2014,190,7
246,etc,102-701-5,Faculty Lounge,-,2047,107,7
247,etc,102-701-6,Archive,-,2073,114,7
248,office,102-701-7,Faculty Office,Sukbin Lee,2096,121,7
249,office,102-701-8,Faculty Office,Myounghoon Song,2120,129,7
250,lab,102-701-9,Graduate Student Office,-,2144,142,7
251,etc,102-701-10,MSE Student Council Office,-,2169,150,7
252,etc,102-701-11,Meeting Room,-,2062,165,7
253,lab,102-702,Multidimensional Structural Materials Lab.,lab,2227,179,7
254,shower,-,shower,-,2282,201,7
255,lab,102-703,Creative Laboratory for Advanced Spin Systems (CLASS),lab,2333,218,7
256,lab,102-704,Organic Photonics & Optoelectronics Lab.,lab,2443,260,7
257,shower,-,shower,-,2484,278,7
258,lab,102-705-1,Graduate Student Office,-,2507,303,7
259,lab,102-705-2,Metaloxide Synthesis Lab.,lab,2486,367,7
260,lab,102-705-3,Material Intelligence Lab.,lab,2486,367,7
261,shower,-,shower,-,2457,361,7
262,lab,102-706,Graduate Student Office,-,2435,305,7
263,lab,102-707,Robust Multifunctional Materials Lab.,lab,2423,350,7
264,lab,102-708,Graduate Student Office,lab,2337,317,7
265,lab,102-709,Nano/Bio Electronics Lab.,lab,2251,289,7
266,shower,-,shower,-,2196,269,7
267,lab,102-710,Metal Alloys Design (MADe) Lab.,lab,2143,249,7
268,etc,102-711,Seminar Room,-,2177,211,7
269,elevator,-,elevator,-,2345,276,7
270,ebox,-,emergency box,-,2375,266,7
271,toilet,-,toilet,-,2267,243,7
272,elevator,-,elevator,-,2244,243,7
273,node,-,102-7-SW,-,2343,305,7
274,node,-,102-7-SE,-,2370,246,7
275,node,-,102-7-NW,-,2246,267,7
276,node,-,102-7-NE,-,2266,205,7
277,elevator,-,customer elevator,-,2100,703,3
278,office,104-301-1,Faculty Office,Dooyoung Jung,1874,584,3
279,office,104-301-2,Faculty Office,-,1855,568,3
280,office,104-301-3,Faculty Office,-,1833,554,3
281,office,104-301-4,Faculty Office,-,1814,538,3
282,office,104-301-5,Faculty Office,Gwanseob Shin,1865,471,3
283,office,104-301-6,Faculty Office,Jaewook Han,1844,485,3
284,office,104-301-7,Faculty Office,-,1905,502,3
285,office,104-301-8,Faculty Office,-,1926,518,3
286,office,104-301-9,Faculty Office,-,1946,533,3
287,office,104-301-10,Faculty Office,-,1968,551,3
288,office,104-301-11,Faculty Office,-,1872,500,3
289,ebox,-,emergency box,-,2132,705,3
290,shower,-,shower 1,-,2190,824,3
291,shower,-,shower 2,-,2242,760,3
292,shower,-,shower 3,-,1969,653,3
293,shower,-,shower 4,-,2064,622,3
294,toilet,-,3rd floor toilet,-,2036,656,3
295,lab,104-302,"Perception, Action, and Learning Lab",-,1993,569,3
296,etc,104-303,Frontier Energy Solution,-,2083,638,3
297,etc,104-304,Seawater Resource Technology Center,-,2169,706,3
298,lab,104-305,YK research group Lab,-,2237,768,3
299,lab,104-306,Systems Biology and Machine Learning Lab,-,2194,744,3
300,etc,104-307,Core Facility Room,-,2119,773,3
301,etc,104-308,-,-,2094,752,3
302,lab,104-309,Computer Lab,-,2035,710,3
303,lab,104-310,Healthcare Research & Engineering Lab,-,1948,641,3
304,lab,104-311,Graduate Student Office,-,1983,582,3
305,elevator,-,customer elevator,-,2100,703,4
306,office,104-401-1,Faculty Office,Donghyuk Kim,1874,584,4
307,office,104-401-2,Faculty Office,Sungkuk Lee,1855,568,4
308,office,104-401-3,Faculty Office,Yonghwan Kim,1833,554,4
309,office,104-401-4,Faculty Office,Sunghoon Park,1814,538,4
310,office,104-401-5,Faculty Office,Jungki Ryu,1865,471,4
311,office,104-401-6,Faculty Office,Dongsuk Kim,1844,485,4
312,office,104-401-7,Faculty Office,Seungmo Oh,1905,502,4
313,etc,104-401-8,-,-,1926,518,4
314,etc,104-401-9,-,-,1946,533,4
315,office,104-401-10,ECHE Administrative Office,-,1968,551,4
316,office,104-401-11,Researcher Administrative Office,-,1872,500,4
317,ebox,-,emergency box,-,2132,705,4
318,shower,-,shower 1,-,2190,824,4
319,shower,-,shower 2,-,2242,760,4
320,shower,-,shower 3,-,1969,653,4
321,shower,-,shower 4,-,2064,622,4
322,toilet,-,4th floor toilet,-,2036,656,4
323,lab,104-402,Bioinspired Functional Materials Lab,-,1993,569,4
324,lab,104-403-1,Graduate Student Office,-,2083,638,4
325,lab,104-403-2,Biochemical Engineering Lab,-,2083,638,4
326,lab,104-404,Graduate Student Office,-,2169,706,4
327,lab,104-405-1,Enzyme and Protein Engineering Lab,-,2237,768,4
328,lab,104-405-2,Enzyme and Protein Engineering Lab,-,2237,768,4
329,lab,104-405-3,Biochemical Engineering Lab,-,2237,768,4
330,lab,104-405-4,Biochemical Engineering Lab,-,2237,768,4
331,etc,104-406,Core Facility Room,-,2194,744,4
332,lab,104-407,Synthetic Biology and Metabolic Engineering Lab,-,2119,773,4
333,lab,104-408,Graduate Student Office,-,2094,752,4
334,lab,104-409,Lab,-,2035,710,4
335,lab,104-410,Systems Biology and Machine Learning Lab,-,1948,641,4
336,etc,104-411,Seminar Room,-,1983,582,4
337,elevator,-,customer elevator,-,2100,703,5
338,office,104-501-1,Faculty Office,Jinyoung Kim,1874,584,5
339,office,104-501-2,Faculty Office,Sangil Seok,1855,568,5
340,office,104-501-3,Faculty Office,Jihyun Jang,1833,554,5
341,office,104-501-4,Faculty Office,Jongnam Park,1814,538,5
342,office,104-501-5,Faculty Office,Yuri Cho,1865,471,5
343,office,104-501-6,Faculty Office,-,1844,485,5
344,office,104-501-7,Faculty Office,-,1905,502,5
345,office,104-501-8,Faculty Office,-,1926,518,5
346,lab,104-501-9,Graduate Student Office,-,1946,533,5
347,lab,104-501-10,Graduate Student Office,-,1968,551,5
348,etc,104-501-11,Conference Room,-,1872,500,5
349,ebox,-,emergency box,-,2132,705,5
350,shower,-,shower 1,-,2190,824,5
351,shower,-,shower 2,-,2242,760,5
352,shower,-,shower 3,-,1969,653,5
353,shower,-,shower 4,-,2064,622,5
354,toilet,-,5th floor toilet,-,2036,656,5
355,lab,104-502,Materials and Chemistry Lab,-,1993,569,5
356,lab,104-503,SSEL,-,2083,638,5
357,lab,104-504,Graduate Student Office,-,2169,706,5
358,lab,104-505-1,LEHMS,-,2237,768,5
359,etc,104-505-2,Core Facility Room,-,2237,768,5
360,lab,104-505-3,"Sustainable Energy, Low-dimensional materials & Functional devices Lab",-,2237,768,5
361,etc,104-506,Core Facility Room,-,2194,744,5
362,lab,104-507,Guns lab,-,2119,773,5
363,lab,104-508,Graduate Student Office,-,2094,752,5
364,etc,104-509,The Seo Group,-,2035,710,5
365,lab,104-510,NGEL,-,1948,641,5
366,lab,104-511,Graduate Student Office,-,1983,582,5
367,elevator,-,customer elevator,-,2100,703,6
368,office,104-601-1,Faculty Office,Hyunhyub Ko,1874,584,6
369,office,104-601-2,Faculty Office,-,1855,568,6
370,office,104-601-3,Faculty Office,Chunggi Baig,1833,554,6
371,office,104-601-4,Faculty Office,Junhee Lee,1814,538,6
372,office,104-601-5,Faculty Office,Jiseok Lee,1865,471,6
373,office,104-601-6,Faculty Office,Changyoung Lee,1844,485,6
374,office,104-601-7,Faculty Office,-,1905,502,6
375,office,104-601-8,Faculty Office,-,1926,518,6
376,lab,104-601-9,Graduate Student Office,-,1946,533,6
377,lab,104-601-10,Graduate Student Office,-,1968,551,6
378,etc,104-601-11,Conference Room,-,1872,500,6
379,ebox,-,emergency box,-,2132,705,6
380,shower,-,shower 1,-,2190,824,6
381,shower,-,shower 2,-,2242,760,6
382,shower,-,shower 3,-,1969,653,6
383,shower,-,shower 4,-,2064,622,6
384,toilet,-,6th floor toilet,-,2036,656,6
385,lab,104-602,Carbon Nanomaterials Lab,-,1993,569,6
386,lab,104-603-1,Lab for Soft Material Nanophysics,-,2083,638,6
387,lab,104-603-2,Lab for Soft Material Nanophysics,-,2083,638,6
388,lab,104-604,Graduate Student Office,-,2169,706,6
389,lab,104-605-1,Theoretical & computational study of Polymer and nanomaterial Lab,-,2237,768,6
390,lab,104-605-2,QMEC,-,2237,768,6
391,lab,104-605-3,Advanced Chemical Engineering and Organic Physical Chemistry Lab,-,2237,768,6
392,etc,104-606,Core Facility Room,-,2194,744,6
393,lab,104-607,MolSim Lab,-,2119,773,6
394,lab,104-608,Graduate Student Office,-,2094,752,6
395,lab,104-609,Multifunctional Architecture Systems and Synthesis Lab,-,2035,710,6
396,lab,104-610,Functional Nanomaterials and Devices Lab,-,1948,641,6
397,lab,104-611,Graduate Student Office,-,1983,582,6
398,elevator,-,customer elevator,-,2100,703,7
399,office,104-701-1,Faculty Office,Hyunkon Song,1874,584,7
400,office,104-701-2,Faculty Office,Changduk Yang,1855,568,7
401,office,104-701-3,Faculty Office,Jongbeon Baek,1833,554,7
402,office,104-701-4,Faculty Office,Kanghee Ku,1814,538,7
403,office,104-701-5,Faculty Office,Hankwon Lim,1865,471,7
404,office,104-701-6,Faculty Office,Minsu Kim,1844,485,7
405,office,104-701-7,Faculty Office,-,1905,502,7
406,office,104-701-8,Faculty Office,-,1926,518,7
407,etc,104-701-9,-,-,1946,533,7
408,lab,104-701-10,Graduate Student Office,-,1968,551,7
409,etc,104-701-11,Conference Room,-,1872,500,7
410,ebox,-,emergency box,-,2132,705,7
411,shower,-,shower 1,-,2190,824,7
412,shower,-,shower 2,-,2242,760,7
413,shower,-,shower 3,-,1969,653,7
414,shower,-,shower 4,-,2064,622,7
415,toilet,-,7th floor toilet,-,2036,656,7
416,lab,104-702,ATOMS,-,1993,569,7
417,lab,104-703,Lab,-,2083,638,7
418,lab,104-704,Graduate Student Office,-,2169,706,7
419,lab,104-705-1,Energy Storage and Electron Microscopy Lab,-,2237,768,7
420,lab,104-705-2,SPADE,-,2237,768,7
421,lab,104-705-3,Smart Materials for Energy Lab,-,2237,768,7
422,lab,104-706,Graduate Student Office,-,2194,744,7
423,lab,104-707-1,ECLAT,-,2119,773,7
424,lab,104-707-2,ECLAT,-,2119,773,7
425,lab,104-708,Graduate Student Office,-,2094,752,7
426,lab,104-709,CRI,-,2035,710,7
427,lab,104-710,CDCOF,-,1948,641,7
428,etc,104-711,Seminar Room,-,1983,582,7
429,elevator,-,customer elevator,-,2100,703,8
430,office,104-801-1,Faculty Office,-,1874,584,8
431,office,104-801-2,Faculty Office,Jiwook Jang,1855,568,8
432,office,104-801-3,Faculty Office,Jahun Kwak,1833,554,8
433,office,104-801-4,Faculty Office,Jaesung Lee,1814,538,8
434,office,104-801-5,Faculty Office,Kwangjin An,1865,471,8
435,office,104-801-6,Faculty Office,-,1844,485,8
436,office,104-801-7,Faculty Office,-,1905,502,8
437,office,104-801-8,NCC administrative Office,-,1926,518,8
438,lab,104-801-9,Graduate Student Office,-,1946,533,8
439,lab,104-801-10,Graduate Student Office,-,1968,551,8
440,etc,104-801-11,Conference Room,-,1872,500,8
441,ebox,-,emergency box,-,2132,705,8
442,shower,-,shower 1,-,2190,824,8
443,shower,-,shower 2,-,2242,760,8
444,shower,-,shower 3,-,1969,653,8
445,shower,-,shower 4,-,2064,622,8
446,toilet,-,8th floor toilet,-,2036,656,8
447,lab,104-802,Nanomaterials & Catalysis Lab,-,1993,569,8
448,lab,104-803,Advanced Nanocatalysis Lab,-,2083,638,8
449,etc,104-804-1,NCC Operator Room,-,2169,706,8
450,etc,104-804-2,Next-Generation Catalysis Center,-,2169,706,8
451,etc,104-805-1,Next-Generation Catalysis Center,-,2237,768,8
452,lab,104-805-2,ECOCAT,-,2237,768,8
453,lab,104-805-3,ECOCAT,-,2237,768,8
454,etc,104-806,Core Facility Room,-,2194,744,8
455,lab,104-807,Graduate Student Office,-,2119,773,8
456,lab,104-808,Graduate Student Office,-,2094,752,8
457,lab,104-809,JW Energy Lab,-,2035,710,8
458,lab,104-810,Molecular Catalysis Lab,-,1948,641,8
459,etc,104-811,Seminar Room,-,1983,582,8
460,elevator,-,customer elevator,-,2100,703,9
461,office,104-901-1,Faculty Office,Huisung Lee,1874,584,9
462,office,104-901-2,Faculty Office,Sungphil Kim,1855,568,9
463,office,104-901-3,Faculty Office,Kwanmyung Kim,1833,554,9
464,office,104-901-4,Faculty Office,-,1814,538,9
465,office,104-901-5,Faculty Office,Ian Oakley,1865,471,9
466,office,104-901-6,Faculty Office,Meeting Room,1844,485,9
467,office,104-901-7,Faculty Office,Kyungho Lee,1905,502,9
468,office,104-901-8,Administration Office,-,1926,518,9
469,office,104-901-9,Administration Office,-,1946,533,9
470,office,104-901-10,Administration Office,-,1968,551,9
471,office,104-901-11,Administration Office,-,1872,500,9
472,ebox,-,emergency box,-,2132,705,9
473,shower,-,shower 1,-,2190,824,9
474,shower,-,shower 2,-,2242,760,9
475,shower,-,shower 3,-,1969,653,9
476,shower,-,shower 4,-,2064,622,9
477,toilet,-,9th floor toilet,-,2036,656,9
478,lab,104-902,Interactions Lab,-,1993,569,9
479,lab,104-903,Brain-Computer interface Lab,-,2083,638,9
480,lab,104-904,Design Research Lab,-,2169,706,9
481,etc,104-905,Design Workshop,-,2237,768,9
482,lab,104-906,Decision Neuroscience & Cognitive Engineering Lab,-,2194,744,9
483,lab,104-907,DxD Lab/IPD Lab,-,2119,773,9
484,etc,104-908,Material Library,-,2094,752,9
485,etc,104-909,design Studio,-,2035,710,9
486,lab,104-910,Design & electronics Convergence System Lab,-,1948,641,9
487,lab,104-911,ID Project Lab,-,1983,582,9
488,elevator,-,customer elevator,-,2100,703,10
489,office,104-1001-1,Faculty Office,Youngwoo Park,1874,584,10
490,office,104-1001-2,Faculty Office,Hwang Kim,1855,568,10
491,office,104-1001-3,Faculty Office,-,1833,554,10
492,office,104-1001-4,Faculty Office,Chajoong Kim,1814,538,10
493,office,104-1001-5,Faculty Office,Youngshin Kwak,1865,471,10
494,office,104-1001-6,Faculty Office,James Andrew,1844,485,10
495,office,104-1001-7,Faculty Office,Meeting Room,1905,502,10
496,office,104-1001-8,Faculty Office,Seongho Lee,1926,518,10
497,office,104-1001-9,Faculty Office,Dongil Chung,1946,533,10
498,office,104-1001-10,Faculty Office,Ohsang Kwon,1968,551,10
499,etc,104-1001-11,Meeding Room,-,1872,500,10
500,ebox,-,emergency box,-,2132,705,10
501,shower,-,shower 1,-,2190,824,10
502,shower,-,shower 2,-,2242,760,10
503,shower,-,shower 3,-,1969,653,10
504,shower,-,shower 4,-,2064,622,10
505,toilet,-,10th floor toilet,-,2036,656,10
506,lab,104-1002,Color & Affective Engineering Lab,-,1993,569,10
507,lab,104-1003,Interaction & Experience Lab,-,2083,638,10
508,lab,104-1004,Home Lab/Emotion Lab,-,2169,706,10
509,etc,104-1005,TD ROOM,-,2237,768,10
510,etc,104-1006,design Studio,-,2194,744,10
511,etc,104-1007,CAD,-,2119,773,10
512,etc,104-1008,Interaction Room,-,2094,752,10
513,lab,104-1009,Disegno T9/DESIS Lab,-,2035,710,10
514,lab,104-1010,Ergonomics Lab,-,1948,641,10
515,etc,104-1011,Seminar Room,-,1983,582,10
516,node,-,104-3-NE,-,2046,623,3
517,node,-,104-3-NW,-,2012,674,3
518,node,-,104-3-SE,-,2134,685,3
